mass, logp, h_d, h_a, rot_b, tpsa, target
454.47, -1.96, 2, 12, 7, 176.34, antiinfective
348.48, 2.75, 2, 4, 2, 74.6, cns
392.54, 3.9, 2, 5, 13, 83.83, cardio
612.65, -0.09, 5, 12, 9, 212.5, antiinfective
161.23, 0.32, 2, 3, 5, 63.32, antineoplastic
257.38, 3.1, 1, 2, 2, 23.47, cns
414.54, 4.62, 3, 7, 17, 113.29, antineoplastic
242.34, 1.35, 2, 3, 4, 58.2, cns
959.13, -1.03, 12, 19, 9, 315.21, antiinfective
570.71, 2.63, 3, 8, 10, 142.27, antiinfective
280.31, 0.87, 2, 6, 4, 107.2, antiinfective
294.44, 4.12, 0, 2, 4, 6.48, cns
1115.25, 1.55, 13, 20, 14, 403.1, antiinfective
230.26, 2.55, 0, 3, 3, 35.53, cns
414.54, 4.62, 3, 7, 17, 113.29, antineoplastic
246.31, 1.67, 2, 3, 1, 57.53, antineoplastic
1008.18, -2.59, 14, 16, 18, 368.19, antiinfective
331.42, 1.56, 4, 7, 7, 105.32, cardio
335.36, 0.22, 0, 7, 3, 140.47, cardio
337.19, -2.35, 0, 4, 2, 80.26, antineoplastic
262.22, 2.17, 1, 6, 1, 100.56, antiinfective
435.44, -2.22, 3, 10, 7, 206.03, antiinfective
326.44, 4.96, 1, 3, 2, 54.37, antiinfective
225.16, 0.97, 0, 6, 3, 98.18, antiinfective
293.26, -0.81, 3, 8, 2, 119.31, antiinfective
475.63, 3.59, 3, 5, 14, 113.6, antineoplastic
225.25, 0.32, 3, 3, 7, 95.08, antiinfective
614.65, -8.9, 13, 19, 9, 353.11, antiinfective
522.57, -0.35, 2, 13, 8, 180.25, antiinfective
318.34, 3.2, 1, 4, 9, 56.84, cns
318.5, 4.6, 1, 2, 1, 37.3, cns
298.38, 2.84, 0, 5, 1, 46.15, antiinfective
553.58, -2.95, 3, 15, 8, 217.79, antiinfective
622.93, 7.86, 3, 7, 25, 105.45, antineoplastic
325.49, 5.05, 0, 3, 12, 57.2, antiinfective
357.14, 1.45, 1, 5, 3, 100.04, antiinfective
901.01, 2.81, 9, 17, 21, 271.59, antiinfective
510.48, -0.17, 2, 12, 9, 189.06, antiinfective
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
294.39, 2.56, 1, 5, 9, 64.79, cns
200.29, 3.18, 1, 1, 2, 28.68, cns
248.31, 1.68, 2, 4, 2, 86.18, antiinfective
570.69, 2.4, 4, 8, 0, 105.86, cns
1664.92, 0.77, 17, 31, 12, 562.74, antiinfective
523.74, 6.49, 0, 6, 27, 77.05, antineoplastic
527.52, -7.27, 11, 16, 6, 272.06, antiinfective
887.12, 6.03, 2, 14, 9, 159.06, antiinfective
409.47, 2.36, 3, 5, 6, 70.95, cardio
246.35, 1.77, 1, 2, 5, 46.33, cns
104.15, 0.95, 2, 3, 2, 52.95, cardio
552.58, -3.17, 2, 16, 8, 220.88, antiinfective
178.23, 2.43, 0, 2, 4, 18.46, cns
185.28, 0.15, 3, 1, 5, 102.78, antiinfective
402.92, 2.34, 1, 5, 3, 53.01, cardio
278.24, 3.12, 0, 4, 1, 43.08, cns
167.21, 0.77, 3, 3, 2, 66.48, cardio
182.19, -1.67, 2, 5, 3, 95.44, antineoplastic
335.4, 1.19, 1, 6, 0, 76.07, antineoplastic
613.8, 2.87, 4, 7, 11, 118.03, antiinfective
194.23, 2.26, 0, 3, 4, 35.53, cardio
376.54, 6.77, 0, 2, 4, 26.3, antineoplastic
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
249.23, -0.85, 3, 7, 2, 119.05, antiinfective
334.33, -1.65, 3, 8, 3, 146.89, antineoplastic
428.54, 4.78, 1, 5, 7, 87.13, cardio
499.52, 0.81, 6, 10, 3, 179.77, antineoplastic
558.6, 4.17, 2, 11, 10, 162.16, cardio
225.2, -1.63, 3, 7, 1, 100.59, antineoplastic
843.06, 2.33, 4, 16, 11, 195.38, antiinfective
354.45, 2.95, 1, 5, 2, 54.7, cardio
1203.5, -5.24, 18, 18, 29, 490.66, antiinfective
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
877.05, 4.74, 6, 15, 5, 216.66, antiinfective
670.88, 4.27, 4, 10, 10, 153.37, antiinfective
334.21, 3.27, 2, 3, 4, 75.13, antiinfective
378.32, 4.45, 2, 3, 2, 45.15, antiinfective
212.25, 0.94, 2, 3, 4, 75.27, cns
548.67, 2.43, 3, 9, 5, 131.75, cardio
546.59, -1.3, 3, 11, 9, 191.22, antiinfective
1061.22, 0.85, 6, 18, 4, 298.02, antineoplastic
400.52, 3.37, 2, 5, 1, 83.2, cardio
749.0, 1.9, 5, 14, 7, 180.08, antiinfective
351.23, 4.14, 2, 3, 5, 72.19, antiinfective
1153.0, -16.28, 23, 36, 19, 585.28, antineoplastic
3047.41, 13.19, 4, 52, 56, 671.32, antineoplastic
163.2, 0.76, 0, 2, 4, 40.13, antineoplastic
1115.25, 1.55, 13, 20, 14, 403.1, antiinfective
193.25, 1.57, 1, 3, 3, 30.49, cns
284.38, 1.41, 0, 5, 3, 49.85, cardio
612.9, 7.44, 2, 8, 22, 111.12, cns
532.56, -1.89, 3, 8, 8, 190.88, antiinfective
539.59, -0.23, 3, 8, 6, 173.5, antiinfective
338.36, -1.35, 7, 7, 9, 146.04, antiinfective
450.49, 1.47, 1, 9, 11, 123.22, antineoplastic
701.99, 3.99, 2, 7, 20, 120.52, antineoplastic
190.63, 1.9, 0, 2, 2, 48.24, antiinfective
168.15, -0.14, 0, 4, 0, 52.6, antineoplastic
318.5, 4.6, 1, 2, 1, 37.3, cns
424.39, -0.54, 3, 9, 7, 173.76, antiinfective
177.29, 1.25, 0, 3, 5, 29.43, antineoplastic
1425.53, -8.92, 22, 32, 36, 691.47, antineoplastic
270.34, 1.23, 2, 6, 3, 97.97, antiinfective
268.41, 1.76, 1, 3, 2, 41.99, cardio
339.48, 4.28, 0, 3, 8, 29.54, cns
282.11, -1.01, 4, 5, 4, 151.01, cardio
994.86, 1.96, 0, 25, 22, 305.01, antineoplastic
895.07, -7.7, 16, 24, 12, 427.44, antiinfective
487.69, 5.82, 1, 7, 12, 87.33, antiinfective
212.29, 0.9, 1, 2, 5, 63.4, cns
750.86, 2.21, 5, 11, 8, 225.47, antiinfective
477.6, 4.73, 1, 5, 11, 76.07, cardio
570.83, 2.04, 4, 8, 4, 80.38, antiinfective
434.57, 0.12, 2, 6, 4, 40.46, antineoplastic
266.1, 1.78, 2, 3, 1, 71.77, antineoplastic
322.36, 3.2, 1, 4, 9, 56.84, cns
179.22, 1.31, 1, 3, 2, 44.48, cns
133.19, 1.5, 1, 1, 1, 26.02, cns
537.62, 5.61, 2, 7, 6, 94.72, antiinfective
326.35, 0.94, 2, 7, 8, 103.09, cardio
422.44, 1.75, 1, 6, 5, 104.83, antiinfective
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
152.24, 2.28, 1, 1, 2, 20.23, antineoplastic
295.73, 0.13, 2, 5, 1, 118.69, cardio
622.84, 4.69, 4, 9, 7, 134.91, antiinfective
167.3, 2.42, 1, 1, 1, 12.03, cardio
326.61, 7.8, 1, 1, 20, 20.23, antiinfective
352.43, 3.18, 1, 4, 1, 54.56, cardio
318.5, 4.6, 1, 2, 1, 37.3, cns
384.43, 2.6, 1, 7, 4, 100.52, antiinfective
724.97, 5.71, 3, 10, 9, 142.37, antiinfective
321.34, 0.54, 1, 9, 7, 122.22, antiinfective
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
569.61, -7.52, 12, 16, 9, 297.72, antiinfective
654.71, 3.12, 3, 10, 7, 144.28, antineoplastic
267.25, -1.91, 5, 8, 2, 150.4, antineoplastic
556.74, 5.17, 2, 7, 1, 94.45, antiinfective
470.17, 3.63, 4, 4, 8, 118.2, antiinfective
165.19, 1.45, 1, 3, 2, 52.32, cns
663.41, 6.42, 3, 8, 22, 108.33, antiinfective
364.78, 2.69, 2, 6, 0, 96.36, antiinfective
360.29, 2.04, 2, 8, 7, 189.32, antiinfective
225.16, 0.97, 0, 6, 3, 98.18, antiinfective
504.97, 0.51, 5, 8, 9, 148.79, antiinfective
320.47, 5.43, 1, 2, 14, 49.83, cardio
329.74, 3.43, 1, 4, 2, 84.6, antiinfective
271.28, 0.87, 2, 5, 4, 80.32, antiinfective
214.25, 0.09, 2, 4, 2, 89.26, antiinfective
554.59, -1.61, 4, 14, 8, 214.96, antiinfective
962.1, -1.46, 13, 12, 29, 384.09, cns
192.2, 0.61, 0, 4, 3, 68.09, antineoplastic
275.39, 3.2, 0, 3, 3, 29.54, cns
203.15, -1.57, 4, 4, 4, 137.92, cns
394.32, 2.1, 0, 8, 8, 109.34, antineoplastic
531.44, 4.21, 0, 7, 7, 69.06, antiinfective
1046.2, -1.31, 13, 13, 29, 408.84, cardio
416.14, 6.45, 0, 3, 6, 27.05, antiinfective
361.94, 2.32, 0, 4, 4, 6.48, antiinfective
766.7, 2.58, 3, 22, 15, 275.81, antiinfective
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
1375.33, 2.87, 6, 24, 16, 531.26, cardio
1326.39, -9.34, 20, 31, 31, 648.37, antineoplastic
610.71, 4.95, 1, 9, 10, 114.25, cardio
602.64, -0.61, 9, 12, 10, 242.98, antiinfective
1034.2, -2.7, 13, 22, 11, 337.86, antiinfective
316.35, 3.49, 1, 5, 6, 57.15, antineoplastic
312.37, 3.99, 1, 4, 4, 64.21, cns
429.52, 3.22, 2, 5, 3, 70.0, cns
247.26, -0.19, 3, 6, 2, 109.82, antiinfective
421.45, 1.85, 2, 8, 3, 104.89, antineoplastic
220.34, 2.8, 0, 3, 2, 15.6, antiinfective
348.49, 6.29, 1, 1, 3, 37.3, antineoplastic
467.49, 1.37, 5, 9, 10, 207.3, antineoplastic
666.53, -0.16, 2, 16, 7, 213.02, antineoplastic
669.32, -3.8, 10, 17, 11, 358.28, cardio
523.63, 5.53, 3, 7, 7, 126.68, antiinfective
218.25, 0.98, 2, 4, 6, 104.64, cns
387.86, 3.65, 0, 4, 5, 48.0, antiinfective
794.98, 2.87, 5, 14, 8, 192.06, cardio
346.34, -3.47, 7, 6, 11, 223.22, antineoplastic
470.03, 1.96, 0, 0, 2, 0.0, antiinfective
542.58, -0.92, 4, 12, 9, 204.91, antiinfective
326.44, 3.4, 1, 4, 4, 45.59, cardio
69.72, -0.38, 0, 0, 0, 0.0, antineoplastic
518.46, -2.12, 2, 13, 9, 215.45, cardio
324.4, 3.81, 0, 3, 5, 36.26, cns
257.44, 2.16, 1, 4, 3, 55.76, antiinfective
460.44, -1.4, 7, 10, 2, 201.85, antiinfective
329.44, 3.26, 3, 4, 2, 75.71, cns
1167.19, -16.74, 26, 30, 18, 679.18, antiinfective
322.34, 2.97, 0, 4, 2, 51.06, antineoplastic
534.58, -1.25, 5, 12, 6, 198.89, antiinfective
523.57, 0.98, 3, 12, 8, 177.42, antiinfective
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
489.93, 5.54, 2, 4, 7, 91.92, antineoplastic
200.29, 3.18, 1, 1, 2, 28.68, cns
135.17, 0.55, 3, 2, 1, 75.89, antineoplastic
227.19, -0.59, 2, 6, 2, 90.37, antiinfective
203.15, -1.57, 4, 4, 4, 137.92, cns
126.2, 0.07, 2, 2, 3, 52.04, antineoplastic
622.93, 7.86, 3, 7, 25, 105.45, antineoplastic
562.72, 2.26, 2, 9, 9, 120.16, antineoplastic
64.52, 1.25, 0, 0, 0, 0.0, cns
406.55, -0.86, 5, 8, 7, 122.49, antiinfective
247.28, 0.53, 0, 6, 5, 95.1, antiinfective
443.46, 0.62, 6, 7, 9, 187.5, antineoplastic
262.27, 2.5, 2, 2, 0, 58.2, antineoplastic
267.25, -1.98, 4, 9, 2, 139.54, antiinfective
640.59, 1.37, 5, 14, 5, 207.72, antineoplastic
206.33, -2.34, 4, 2, 9, 73.68, antiinfective
644.67, -2.45, 3, 14, 9, 223.09, antiinfective
654.84, 1.89, 9, 11, 5, 208.37, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
159.23, 1.75, 0, 1, 3, 3.24, cardio
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
1488.11, -1.77, 16, 20, 31, 526.91, antiinfective
329.44, 3.26, 3, 4, 2, 75.71, cns
538.45, 4.19, 1, 8, 11, 90.88, antiinfective
812.02, 4.93, 1, 14, 11, 171.85, antiinfective
749.0, 1.9, 5, 14, 7, 180.08, antiinfective
289.34, 2.44, 1, 7, 5, 81.4, cns
307.4, 3.25, 0, 3, 3, 37.61, cns
847.02, 4.62, 5, 14, 4, 205.55, antiinfective
136.2, 1.71, 0, 2, 0, 25.78, cardio
317.39, 3.99, 0, 3, 4, 29.54, antineoplastic
518.57, 1.6, 1, 10, 3, 106.36, antineoplastic
470.02, 3.55, 0, 7, 10, 55.53, cns
575.63, -1.4, 4, 14, 9, 219.93, antiinfective
275.09, 1.06, 2, 1, 2, 64.4, antineoplastic
437.78, 7.02, 0, 4, 6, 27.05, antiinfective
163.26, 2.18, 0, 1, 3, 3.24, cns
351.4, 0.17, 2, 7, 1, 96.3, antineoplastic
312.37, 2.1, 4, 4, 8, 118.2, antiinfective
323.37, 2.98, 3, 2, 3, 56.92, antineoplastic
602.59, -0.93, 3, 13, 2, 190.95, cns
563.65, 4.75, 4, 6, 13, 144.6, antineoplastic
286.74, -0.19, 1, 5, 7, 99.15, antineoplastic
238.2, 0.7, 1, 4, 3, 73.8, cns
353.12, -0.93, 3, 7, 2, 110.6, antiinfective
426.45, -1.24, 2, 9, 7, 151.09, antiinfective
288.18, 2.44, 3, 1, 2, 88.79, antiinfective
256.02, 2.87, 0, 2, 1, 22.12, cns
791.8, 3.42, 6, 15, 9, 258.67, antineoplastic
1349.51, 3.86, 6, 19, 7, 363.76, antiinfective
510.48, -0.17, 2, 12, 9, 189.06, antiinfective
211.22, 0.14, 3, 5, 3, 92.78, cns
516.72, 5.67, 3, 5, 5, 104.06, antiinfective
323.13, 0.91, 3, 5, 6, 112.7, antiinfective
1349.51, 3.86, 6, 19, 7, 363.76, antiinfective
769.97, 6.07, 3, 12, 4, 154.73, antiinfective
459.61, 2.48, 2, 8, 7, 77.76, cns
1009.19, 4.69, 8, 16, 26, 286.99, cardio
424.99, 0.39, 4, 7, 7, 102.26, antiinfective
813.98, 3.62, 0, 16, 9, 184.19, antiinfective
231.29, 1.62, 1, 3, 3, 30.49, cns
622.84, 4.69, 4, 9, 7, 134.91, antiinfective
362.36, 0.51, 1, 7, 2, 78.25, antiinfective
195.22, 2.68, 1, 1, 0, 32.86, antineoplastic
641.81, 4.9, 3, 8, 11, 164.27, cardio
866.1, 4.98, 6, 14, 11, 225.92, antiinfective
439.89, 1.66, 2, 6, 4, 109.57, cardio
281.48, 5.51, 1, 1, 15, 43.09, cns
532.57, 4.46, 1, 6, 4, 65.77, antineoplastic
354.46, 3.2, 3, 7, 8, 87.89, antineoplastic
352.43, 3.18, 1, 4, 1, 54.56, cardio
163.0, 2.7, 1, 1, 0, 20.23, antiinfective
1528.46, -7.13, 22, 23, 19, 691.3, antiinfective
325.37, 2.11, 2, 7, 4, 109.17, antineoplastic
352.77, 2.81, 0, 6, 3, 71.06, antiinfective
514.66, 6.14, 1, 7, 13, 87.36, antiinfective
362.28, 1.55, 3, 4, 5, 116.17, cns
541.55, 0.87, 5, 11, 2, 166.22, antineoplastic
468.59, 3.31, 0, 6, 10, 60.47, cardio
750.0, 4.85, 3, 11, 12, 164.04, antiinfective
318.37, 0.9, 1, 4, 6, 75.71, cns
375.56, 5.04, 1, 4, 6, 40.54, cns
261.39, 2.71, 0, 4, 6, 19.37, cns
766.92, 3.3, 3, 11, 7, 195.22, antiinfective
201.25, 2.69, 1, 3, 1, 41.57, antiinfective
398.47, 1.76, 4, 8, 4, 97.56, antineoplastic
513.51, 3.23, 2, 8, 7, 134.52, cns
323.44, 2.97, 2, 2, 6, 53.17, antiinfective
333.14, -0.46, 3, 6, 3, 104.55, antiinfective
341.45, 3.24, 2, 4, 11, 58.56, cardio
416.65, 5.7, 3, 3, 6, 60.69, cardio
505.64, 2.4, 3, 7, 11, 131.19, antiinfective
243.52, -0.76, 0, 0, 0, 0.0, antiinfective
176.22, 0.33, 2, 5, 7, 82.16, cardio
478.89, 0.28, 6, 9, 2, 181.62, antiinfective
548.67, 2.29, 3, 9, 5, 131.75, cardio
477.6, -3.33, 8, 12, 8, 199.73, antiinfective
291.44, 4.71, 0, 1, 3, 3.24, cns
388.82, 1.57, 0, 7, 2, 91.76, cns
385.51, 1.2, 4, 5, 11, 118.97, antiinfective
604.66, 6.53, 5, 7, 6, 150.89, antiinfective
363.51, 3.31, 1, 4, 6, 29.95, cns
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
460.49, -1.24, 3, 7, 5, 150.98, antiinfective
439.43, 0.42, 5, 9, 9, 207.3, antineoplastic
284.32, 1.02, 3, 4, 2, 101.67, cardio
406.5, 1.71, 2, 5, 8, 103.78, cardio
579.65, 4.45, 5, 7, 13, 164.83, antineoplastic
926.11, 0.94, 12, 17, 3, 319.61, antiinfective
302.41, 3.97, 1, 3, 0, 54.37, antineoplastic
386.56, 4.21, 0, 4, 8, 32.78, cns
163.18, 0.68, 2, 2, 0, 49.33, antineoplastic
246.31, 2.42, 0, 3, 0, 43.37, antiinfective
154.25, 2.74, 0, 1, 0, 9.23, antiinfective
1183.26, 1.55, 8, 26, 18, 359.34, antineoplastic
528.69, 4.53, 2, 7, 0, 94.45, antiinfective
410.6, 4.85, 3, 3, 3, 60.69, antineoplastic
807.89, 3.26, 5, 14, 8, 224.45, antineoplastic
182.18, -0.26, 3, 4, 3, 96.44, antineoplastic
1030.14, -3.09, 14, 17, 15, 377.42, antiinfective
747.85, 1.47, 6, 7, 6, 193.04, antiinfective
672.74, 4.55, 0, 12, 11, 104.7, antiinfective
1583.58, -1.43, 18, 32, 37, 601.88, antiinfective
401.46, 5.62, 3, 3, 2, 69.56, antiinfective
403.53, 4.27, 2, 6, 6, 64.52, cardio
265.36, 3.62, 1, 2, 3, 21.26, cns
372.44, 1.93, 1, 5, 5, 70.6, antineoplastic
812.02, 4.93, 1, 14, 11, 171.85, antiinfective
454.47, -1.96, 2, 12, 7, 176.34, antiinfective
334.21, 3.27, 2, 3, 4, 75.13, antiinfective
339.37, 0.16, 2, 5, 3, 111.98, antiinfective
359.4, 2.36, 2, 5, 4, 74.57, antineoplastic
661.66, 1.47, 4, 13, 7, 174.77, antineoplastic
656.66, 2.75, 3, 14, 6, 160.83, antineoplastic
301.39, 1.73, 1, 4, 1, 41.93, cns
305.34, 2.64, 0, 5, 3, 74.29, cns
378.42, 2.36, 3, 5, 3, 95.82, antineoplastic
669.87, 2.94, 3, 11, 10, 156.2, antiinfective
720.73, 8.52, 0, 7, 14, 82.14, antineoplastic
168.58, 2.06, 1, 3, 0, 52.05, cns
622.84, 4.69, 4, 9, 7, 134.91, antiinfective
667.85, 2.37, 4, 9, 13, 149.96, antiinfective
234.2, 2.78, 1, 4, 1, 48.14, cns
999.3, 8.52, 0, 14, 22, 146.12, antineoplastic
345.42, 3.31, 1, 5, 4, 75.44, cardio
280.36, 1.96, 2, 4, 0, 66.76, antiinfective
242.32, 2.0, 2, 2, 0, 58.88, cns
307.39, 1.94, 3, 4, 9, 81.67, antineoplastic
298.29, -0.57, 5, 6, 3, 139.98, cns
304.31, -0.7, 0, 7, 2, 87.49, antiinfective
152.24, 2.4, 0, 1, 0, 17.07, antiinfective
793.95, 1.61, 5, 15, 8, 218.82, cardio
555.58, -7.79, 12, 16, 10, 311.71, antiinfective
669.87, 2.94, 3, 11, 10, 156.2, antiinfective
318.5, 4.6, 1, 2, 1, 37.3, cns
284.25, 1.74, 3, 3, 5, 85.79, cns
828.01, 3.01, 3, 16, 12, 206.05, antiinfective
257.38, 3.1, 1, 2, 2, 23.47, cns
315.33, 0.58, 4, 5, 2, 115.89, antineoplastic
246.22, -3.28, 5, 7, 2, 140.64, antineoplastic
347.37, 3.48, 0, 6, 9, 87.9, cardio
692.21, 3.53, 2, 10, 5, 156.47, antineoplastic
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
218.3, 1.99, 2, 2, 2, 41.13, cardio
355.87, 5.18, 2, 4, 6, 48.39, antiinfective
365.84, 2.08, 2, 4, 3, 92.5, cardio
812.02, 4.93, 1, 14, 11, 171.85, antiinfective
1793.12, 4.5, 20, 28, 19, 560.98, antiinfective
393.58, 5.0, 2, 2, 12, 53.17, antiinfective
822.95, 3.43, 6, 15, 4, 216.66, antiinfective
527.57, 0.31, 6, 10, 4, 170.87, antiinfective
211.18, 0.02, 1, 5, 5, 94.36, cardio
348.4, -0.04, 2, 6, 4, 119.05, antiinfective
247.34, 2.33, 1, 3, 3, 40.54, cns
281.43, 3.22, 0, 5, 7, 38.25, cns
352.3, 2.45, 5, 7, 0, 135.29, antineoplastic
1449.27, 0.11, 19, 25, 13, 530.49, antiinfective
690.67, -0.35, 4, 16, 8, 259.75, antiinfective
581.99, 5.46, 3, 7, 6, 112.14, antineoplastic
651.8, 5.09, 3, 9, 4, 136.54, antiinfective
307.38, 1.38, 2, 6, 5, 110.86, antiinfective
282.34, 2.39, 0, 5, 0, 53.99, antiinfective
364.78, 2.69, 2, 6, 0, 96.36, antiinfective
540.56, -2.59, 2, 14, 9, 210.57, antiinfective
381.39, -2.06, 6, 11, 7, 208.65, antiinfective
527.52, -7.27, 11, 16, 6, 272.06, antiinfective
353.85, 1.06, 3, 5, 3, 118.36, cardio
203.15, -1.57, 4, 4, 4, 137.92, cns
337.38, 0.91, 2, 5, 3, 134.81, cardio
451.52, -5.27, 9, 13, 6, 247.94, antiinfective
316.13, -1.19, 0, 12, 12, 209.48, cardio
450.51, 5.22, 1, 6, 8, 72.5, antineoplastic
321.33, 3.55, 0, 5, 2, 49.81, antineoplastic
334.75, 2.16, 1, 4, 6, 69.23, cns
398.5, 4.01, 3, 4, 5, 86.99, cardio
401.27, 1.83, 2, 5, 9, 95.94, antineoplastic
442.42, -0.59, 6, 9, 2, 181.62, antiinfective
389.51, 2.25, 2, 5, 10, 89.82, cardio
250.25, 1.72, 2, 4, 1, 83.83, antiinfective
279.38, 3.96, 0, 2, 3, 12.47, cns
622.93, 7.86, 3, 7, 25, 105.45, antineoplastic
289.42, 3.24, 2, 3, 7, 49.33, cardio
236.18, 0.83, 4, 6, 0, 115.06, cns
875.11, 5.6, 3, 14, 8, 170.06, antiinfective
356.56, 4.4, 0, 4, 2, 6.48, cns
602.59, -0.93, 3, 13, 2, 190.95, cns
219.28, -1.45, 4, 5, 4, 84.16, antiinfective
338.27, 1.99, 3, 7, 0, 125.04, antineoplastic
686.88, 5.51, 2, 10, 6, 129.98, antiinfective
429.52, 3.22, 2, 5, 3, 70.0, cns
368.1, -0.24, 4, 4, 2, 92.5, antiinfective
562.49, 0.07, 8, 11, 4, 217.81, antineoplastic
281.34, 0.45, 1, 5, 3, 71.48, cardio
195.22, 0.0, 3, 3, 4, 83.55, antiinfective
448.48, 4.26, 1, 7, 7, 107.77, cardio
467.44, 3.1, 2, 5, 7, 56.17, cns
337.42, 3.52, 0, 4, 5, 38.77, cns
103.1, -1.49, 1, 3, 3, 60.36, cns
122.98, -2.76, 0, 5, 1, 103.32, antiinfective
954.66, -0.0, 13, 26, 4, 447.09, antineoplastic
115.13, -0.03, 2, 2, 3, 63.32, cns
182.22, 0.73, 2, 3, 4, 49.69, cns
691.87, 3.11, 6, 7, 20, 177.17, cns
149.24, 1.84, 1, 1, 3, 12.03, cns
1270.5, -0.39, 13, 14, 19, 414.64, antiinfective
515.65, 4.07, 2, 6, 12, 111.16, cardio
1620.69, -5.62, 22, 24, 35, 702.02, antiinfective
195.22, 0.0, 3, 3, 4, 83.55, antiinfective
428.57, 5.54, 1, 3, 2, 54.37, antineoplastic
541.57, -2.25, 3, 13, 9, 207.74, antiinfective
461.45, -1.29, 7, 10, 2, 201.85, antiinfective
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
1270.29, -3.9, 16, 23, 18, 510.14, antiinfective
397.44, -0.17, 3, 9, 5, 147.21, antiinfective
439.58, 2.41, 0, 7, 5, 88.51, antiinfective
293.45, 4.87, 0, 1, 2, 3.24, cns
333.14, -0.46, 3, 6, 3, 104.55, antiinfective
257.72, 1.82, 0, 4, 6, 38.77, cns
393.85, 3.14, 2, 5, 3, 88.56, antineoplastic
149.6, 1.1, 0, 3, 0, 22.0, antiinfective
666.91, 5.48, 2, 4, 6, 46.94, cns
493.75, 4.97, 1, 6, 9, 66.84, antiinfective
149.15, 1.58, 3, 2, 0, 56.25, cns
989.24, 7.86, 6, 13, 25, 237.3, cardio
411.79, 6.64, 0, 3, 7, 17.82, antiinfective
1648.88, 0.51, 17, 31, 11, 562.74, antineoplastic
172.21, -0.08, 2, 3, 1, 86.18, antiinfective
446.44, -1.62, 5, 9, 10, 211.58, antiinfective
122.21, 1.24, 1, 2, 1, 9.23, antiinfective
749.96, 5.25, 2, 10, 8, 156.89, antiinfective
398.5, 6.38, 2, 2, 3, 57.53, antineoplastic
162.19, 1.35, 1, 2, 1, 37.79, cardio
236.23, -0.21, 2, 6, 2, 93.03, antiinfective
529.46, 1.66, 3, 10, 10, 158.18, antiinfective
866.1, 4.98, 6, 14, 11, 225.92, antiinfective
460.57, 5.94, 4, 4, 6, 116.52, antiinfective
457.43, -3.11, 7, 12, 7, 202.32, antineoplastic
253.26, 1.53, 3, 4, 1, 84.22, antineoplastic
259.78, 4.06, 1, 1, 5, 12.03, cardio
599.7, 1.26, 2, 9, 7, 149.99, antiinfective
2254.1, -5.94, 31, 31, 61, 852.29, antiinfective
339.48, 4.31, 1, 3, 8, 38.33, cns
724.97, 5.71, 3, 10, 9, 142.37, antiinfective
314.37, 2.26, 2, 5, 4, 90.01, antiinfective
1964.34, -4.35, 22, 24, 53, 708.13, antiinfective
337.38, -1.11, 6, 5, 9, 177.05, cns
194.19, -1.03, 0, 6, 0, 61.82, cns
866.1, 4.98, 6, 14, 11, 225.92, antiinfective
412.95, 3.81, 1, 5, 4, 48.47, cns
249.31, 1.94, 1, 4, 2, 41.93, cns
665.73, 0.12, 7, 13, 3, 230.99, antiinfective
32.05, -1.18, 2, 2, 0, 52.04, antineoplastic
226.23, -0.05, 5, 5, 4, 115.81, cns
546.59, -1.3, 3, 11, 9, 191.22, antiinfective
749.0, 1.9, 5, 14, 7, 180.08, antiinfective
645.67, 2.25, 6, 12, 6, 210.23, antineoplastic
1290.55, 5.93, 7, 24, 11, 350.18, antiinfective
320.05, 5.93, 0, 0, 3, 0.0, antineoplastic
611.74, 6.48, 1, 8, 12, 111.01, cardio
670.88, 4.27, 4, 10, 10, 153.37, antiinfective
1031.19, -2.3, 13, 13, 28, 414.63, cardio
472.54, -0.22, 5, 8, 14, 195.79, antiinfective
768.87, -1.66, 10, 10, 21, 301.24, cns
279.34, 1.81, 3, 5, 5, 87.43, antiinfective
509.67, 4.31, 1, 5, 7, 70.47, antiinfective
197.23, 2.57, 1, 1, 4, 26.02, cns
701.85, 0.85, 5, 14, 8, 193.91, antiinfective
383.54, 4.78, 1, 2, 2, 42.54, antineoplastic
317.52, 4.66, 0, 2, 6, 12.47, antiinfective
340.51, 5.28, 0, 2, 1, 34.14, antineoplastic
536.65, 5.01, 0, 8, 11, 69.7, cardio
570.71, 6.12, 1, 6, 14, 110.21, cardio
1024.15, -1.63, 6, 28, 16, 381.62, antiinfective
273.19, -0.44, 3, 7, 5, 136.38, antiinfective
532.47, 4.46, 0, 8, 8, 64.88, antiinfective
541.57, -1.26, 3, 13, 9, 207.74, antiinfective
241.34, 1.38, 1, 3, 4, 58.53, cns
614.65, -8.9, 13, 19, 9, 353.11, antiinfective
